"No","품목일련번호 [PTNT_PRDLST_CRTR_CD] ","제품명 [PRDLST_NM] ","주성분명 [DRUG_CPNT_KOR_NM] ","주성분명(영문) [DRUG_CPNT_ENG_NM] ","특허권등재자 [BSSH_NM] ","등재특허권자 [PTHD_NM] ","등재일자 [PTNT_REG_DT] ","특허번호 [PTNT_NO] ","rownum"
"661","200410004","다이보베트연고","베타메타손디프로피오네이트","Betamethasone Dipropionate","레오파마(유)","레오 파마슈티칼 프로덕츠 리미티드 에이/에스 (뢰벤스케미스케 파브릭 프로둑티온스악티젤스카브)","2007-03-07 00:00:00","10-0694526-0000","661"
"662","200410004","다이보베트연고","칼시포트리올","Calcipotriol","레오파마(유)","레오 파마 에이/에스","2001-09-11 00:00:00","10-0309751-0000","662"
"663","200410004","다이보베트연고","칼시포트리올","Calcipotriol","레오파마(유)","레오 파마 에이/에스","2007-03-07 00:00:00","10-0694526-0000","663"
"664","200410004","다이보베트연고","칼시포트리올","Calcipotriol","레오파마(유)","레오 파마슈티칼 프로덕츠 리미티드 에이/에스 (뢰벤스케미스케 파브릭 프로둑티온스악티젤스카브)","2001-09-11 00:00:00","10-0309751-0000","664"
"665","200410004","다이보베트연고","칼시포트리올","Calcipotriol","레오파마(유)","레오 파마슈티칼 프로덕츠 리미티드 에이/에스 (뢰벤스케미스케 파브릭 프로둑티온스악티젤스카브)","2007-03-07 00:00:00","10-0694526-0000","665"
"666","200410071","스타레보필름코팅정50/12.5/200밀리그램","레보도파","Levodopa","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","666"
"667","200410071","스타레보필름코팅정50/12.5/200밀리그램","레보도파","Levodopa","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","667"
"668","200410071","스타레보필름코팅정50/12.5/200밀리그램","엔타카폰","Entacapone","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","668"
"669","200410071","스타레보필름코팅정50/12.5/200밀리그램","엔타카폰","Entacapone","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","669"
"670","200410071","스타레보필름코팅정50/12.5/200밀리그램","카르비도파수화물","Carbidopa Hydrate","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","670"
"671","200410071","스타레보필름코팅정50/12.5/200밀리그램","카르비도파수화물","Carbidopa Hydrate","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","671"
"672","200410072","스타레보필름코팅정100/25/200밀리그램","레보도파","Levodopa","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","672"
"673","200410072","스타레보필름코팅정100/25/200밀리그램","레보도파","Levodopa","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","673"
"674","200410072","스타레보필름코팅정100/25/200밀리그램","엔타카폰","Entacapone","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","674"
"675","200410072","스타레보필름코팅정100/25/200밀리그램","엔타카폰","Entacapone","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","675"
"676","200410072","스타레보필름코팅정100/25/200밀리그램","카르비도파수화물","Carbidopa Hydrate","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","676"
"677","200410072","스타레보필름코팅정100/25/200밀리그램","카르비도파수화물","Carbidopa Hydrate","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","677"
"678","200410073","스타레보필름코팅정150/37.5/200밀리그램","레보도파","Levodopa","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","678"
"679","200410073","스타레보필름코팅정150/37.5/200밀리그램","레보도파","Levodopa","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","679"
"680","200410073","스타레보필름코팅정150/37.5/200밀리그램","엔타카폰","Entacapone","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","680"
"681","200410073","스타레보필름코팅정150/37.5/200밀리그램","엔타카폰","Entacapone","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","681"
"682","200410073","스타레보필름코팅정150/37.5/200밀리그램","카르비도파수화물","Carbidopa Hydrate","한국노바티스(주)","오리온 코포레이션","1996-08-09 00:00:00","10-0103268-0000","682"
"683","200410073","스타레보필름코팅정150/37.5/200밀리그램","카르비도파수화물","Carbidopa Hydrate","한국노바티스(주)","오리온 코포레이션","2009-06-24 00:00:00","10-0905428-0000","683"
"684","200410074","발싸이트정450밀리그램(발간시클로비르염산염)","발간시클로비르염산염","Valganciclovir Hydrochloride","(주)한국로슈","에프. 호프만-라 로슈 아게","2002-10-15 00:00:00","10-0358626-0000","684"
"685","200410081","비아그라정25밀리그람(실데나필시트르산염)","실데나필시트르산염","Sildenafil Citrate","한국화이자제약(주)","화이자 아일랜드 파마슈티컬즈","2000-05-09 00:00:00","10-0262926-0000","685"
"686","200410082","비아그라정50밀리그람(실데나필시트르산염)","실데나필시트르산염","Sildenafil Citrate","한국화이자제약(주)","화이자 아일랜드 파마슈티컬즈","2000-05-09 00:00:00","10-0262926-0000","686"
"687","200410083","비아그라정100밀리그람(실데나필시트르산염)","실데나필시트르산염","Sildenafil Citrate","한국화이자제약(주)","화이자 아일랜드 파마슈티컬즈","2000-05-09 00:00:00","10-0262926-0000","687"
"688","200410138","아스마넥스트위스트헤일러200㎍/inhalation(모메타손푸로에이트)","모메타손푸로에이트","Mometasone Furoate","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","1999-09-20 00:00:00","10-0234864-0000","688"
"689","200410139","아스마넥스트위스트헤일러400㎍/inhalation(모메타손푸로에이트)","모메타손푸로에이트","Mometasone Furoate","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","1999-09-20 00:00:00","10-0234864-0000","689"
"690","200410141","미라펙스정0.125밀리그램(프라미펙솔염산염일수화물)","프라미펙솔염산염일수화물","Pramipexole Dihydrochloride Monohydrate","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2007-09-19 00:00:00","10-0761774-0000","690"
"691","200410142","미라펙스정0.25밀리그램(프라미펙솔염산염일수화물)","프라미펙솔염산염일수화물","Pramipexole Dihydrochloride Monohydrate","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2007-09-19 00:00:00","10-0761774-0000","691"
"692","200410143","미라펙스정0.5밀리그램(프라미펙솔염산염일수화물)","프라미펙솔염산염일수화물","Pramipexole Dihydrochloride Monohydrate","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2007-09-19 00:00:00","10-0761774-0000","692"
"693","200410144","미라펙스정1.0밀리그램(프라미펙솔염산염일수화물)","프라미펙솔염산염일수화물","Pramipexole Dihydrochloride Monohydrate","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2007-09-19 00:00:00","10-0761774-0000","693"
"694","200410187","노르믹스현탁용과립(리팍시민)","리팍시민","Rifaximin","(주)삼오제약","알파 와셔만, 에스.피.아.","2008-08-22 00:00:00","10-0855084-0000","694"
"695","200410194","란투스주솔로스타(인슐린글라진,유전자재조합)","인슐린글라진(유전자재조합)","Insulin Glargine (rDNA)","(주)사노피-아벤티스코리아","사노피-아벤티스 도이칠란트 게엠베하","1998-08-04 00:00:00","10-0158197-0000","695"
"696","200410326","크레스토정20밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","시오노기세이야꾸가부시끼가이샤","1996-10-02 00:00:00","10-0105432-0000","696"
"697","200410326","크레스토정20밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","시오노기세이야꾸가부시끼가이샤","2003-06-11 00:00:00","10-0388713-0000","697"
"698","200410326","크레스토정20밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","시오노기세이야꾸가부시끼가이샤","2007-03-15 00:00:00","10-0698333-0000","698"
"699","200410326","크레스토정20밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","시오노기세이야꾸가부시끼가이샤","2008-03-12 00:00:00","10-0815042-0000","699"
"700","200410326","크레스토정20밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","아스트라제네카아베","1996-10-02 00:00:00","10-0105432-0000","700"
"701","200410326","크레스토정20밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","아스트라제네카아베","2003-06-11 00:00:00","10-0388713-0000","701"
"702","200410326","크레스토정20밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","아스트라제네카아베","2007-03-15 00:00:00","10-0698333-0000","702"
"703","200410326","크레스토정20밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","아스트라제네카아베","2008-03-12 00:00:00","10-0815042-0000","703"
"704","200410337","이지트롤정(에제티미브)","에제티미브","Ezetimibe","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","1998-12-30 00:00:00","10-0186853-0000","704"
"705","200410337","이지트롤정(에제티미브)","에제티미브","Ezetimibe","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2006-06-26 00:00:00","10-0596257-0000","705"
"706","200410355","누바링","에토노게스트렐","Etonogestrel","한국엠에스디(유)","머크 샤프 앤 도메 비.브이.","2005-05-24 00:00:00","10-0492676-0000","706"
"707","200410355","누바링","에티닐에스트라디올","Ethinyl Estradiol","한국엠에스디(유)","머크 샤프 앤 도메 비.브이.","2005-05-24 00:00:00","10-0492676-0000","707"
"708","200410356","레야타즈캡슐100밀리그램(아타자나비어황산염)","아타자나비어황산염","Atazanavir Sulfate","(유)한국비엠에스제약","노파르티스 아게","2005-04-20 00:00:00","10-0486051-0000","708"
"709","200410362","레야타즈캡슐150밀리그램(아타자나비르황산염)","아타자나비르황산염","Atazanavir Sulfate","(유)한국비엠에스제약","노파르티스 아게","2005-04-20 00:00:00","10-0486051-0000","709"
"710","200410363","레야타즈캡슐200밀리그램(아타자나비르황산염)","아타자나비르황산염","Atazanavir Sulfate","(유)한국비엠에스제약","노파르티스 아게","2005-04-20 00:00:00","10-0486051-0000","710"
"711","200410873","듀로제식디트랜스패취25μg/h(펜타닐)","펜타닐","Fentanyl","(주)한국얀센","알자 코포레이션","2009-06-16 00:00:00","10-0904158-0000","711"
"712","200410874","듀로제식디트랜스패취50㎍/h(펜타닐)","펜타닐","Fentanyl","(주)한국얀센","알자 코포레이션","2009-06-16 00:00:00","10-0904158-0000","712"
"713","200410883","울티바주1밀리그램(레미펜타닐염산염)","레미펜타닐염산염","Remifentanil Hydrochloride","(주)글락소스미스클라인","글락소스미스클라인 엘엘씨","1998-08-21 00:00:00","10-0160979-0000","713"
"714","200410884","울티바주2밀리그램(레미펜타닐염산염)","레미펜타닐염산염","Remifentanil Hydrochloride","(주)글락소스미스클라인","글락소스미스클라인 엘엘씨","1998-08-21 00:00:00","10-0160979-0000","714"
"715","200410885","울티바주5밀리그램(레미펜타닐염산염)","레미펜타닐염산염","Remifentanil Hydrochloride","(주)글락소스미스클라인","글락소스미스클라인 엘엘씨","1998-08-21 00:00:00","10-0160979-0000","715"
"716","200500131","사이폴-엔연질캡슐50밀리그램(사이클로스포린)(수출용)","사이클로스포린","Cyclosporine","(주)종근당","주식회사종근당","2000-03-06 00:00:00","10-0257841-0000","716"
"717","200500132","타크로벨캡슐0.5밀리그램(타크로리무스수화물)","타크로리무스 수화물","Tacrolimus Hydrate","(주)종근당","(주)종근당","2005-04-20 00:00:00","10-0486016-0000","717"
"718","200500132","타크로벨캡슐0.5밀리그램(타크로리무스수화물)","타크로리무스수화물","Tacrolimus Hydrate","(주)종근당","(주)종근당","2005-04-20 00:00:00","10-0486016-0000","718"
"719","200500161","타크로벨캡슐0.25밀리그램(타크로리무스수화물)","타크로리무스수화물","Tacrolimus Hydrate","(주)종근당","(주)종근당","2005-04-20 00:00:00","10-0486016-0000","719"
"720","200500248","스티렌정(애엽95%에탄올연조엑스(20→1))","애엽95%에탄올 연조엑스(20→1)","Artemisiae Argyi Folium 95% Ethanol Soft Extract (20→1)","동아에스티(주)","동아에스티주식회사/이은방/재단법인서울대학교산학협력재단","1998-12-09 00:00:00","10-0181751-0000","720"
"721","200500253","오로디핀정(암로디핀오로트산염)","암로디핀오로트산염","Amlodipine Orotate","동아에스티(주)","동아에스티 주식회사","2005-09-20 00:00:00","10-0517384-0000","721"
"722","200500257","자이데나정200밀리그램(유데나필)","유데나필","Udenafil","동아에스티(주)","동아에스티 주식회사","2002-09-03 00:00:00","10-0353014-0000","722"
"723","200500258","자이데나정100밀리그램(유데나필)","유데나필","Udenafil","동아에스티(주)","동아에스티 주식회사","2002-09-03 00:00:00","10-0353014-0000","723"
"724","200500497","오마코연질캡슐(오메가-3-산에틸에스테르90)","오메가-3-산에틸에스테르90","Omega-3-Acid Ethyl Esters 90","건일제약(주)","프로노바 바이오파마 너지 에이에스","1997-10-14 00:00:00","10-0126286-0000","724"
"725","200500497","오마코연질캡슐(오메가-3-산에틸에스테르90)","오메가-3-산에틸에스테르90","Omega-3-Acid Ethyl Esters 90","건일제약(주)","프로노바 바이오파마 너지 에이에스","2008-04-11 00:00:00","10-0823051-0000","725"
"726","200500497","오마코연질캡슐(오메가-3-산에틸에스테르90)","오메가-3-산에틸에스테르90","Omega-3-Acid Ethyl Esters 90","건일제약(주)","화이자 이탈리아 에스.알.엘.","1997-10-14 00:00:00","10-0126286-0000","726"
